Encuadre,"In the social sciences, framing comprises a set of concepts and theoretical perspectives on how individuals, groups, and societies organize, perceive, and communicate about reality.
Framing can manifest in thought or interpersonal communication. Frames in thought consist of the mental representations, interpretations, and simplifications of reality. Frames in communication consist of the communication of frames between different actors. Framing is a key component of sociology, the study of social interaction among humans. Framing is an integral part of conveying and processing data on a daily basis. Successful framing techniques can be used to reduce the ambiguity of intangible topics by contextualizing the information in such a way that recipients can connect to what they already know.
In social theory, framing is a schema of interpretation, a collection of anecdotes and stereotypes, that individuals rely on to understand and respond to events. In other words, people build a series of mental ""filters"" through biological and cultural influences. They then use these filters to make sense of the world. The choices they then make are influenced by their creation of a frame.
Framing involves social construction of a social phenomenon – by mass media sources, political or social movements, political leaders, or other actors and organizations. Participation in a language community necessarily influences an individual's perception of the meanings attributed to words or phrases. Politically, the language communities of advertising, religion, and mass media are highly contested, whereas framing in less-sharply defended language communities might evolve imperceptibly and organically over cultural time frames, with fewer overt modes of disputation.
One can view framing in communication as positive or negative – depending on the audience and what kind of information is being presented. The framing may be in the form of equivalence frames, where two or more logically equivalent alternatives are portrayed in different ways (see framing effect) or emphasis frames, which simplify reality by focusing on a subset of relevant aspects of a situation or issue. In the case of ""equivalence frames"", the information being presented is based on the same facts, but the ""frame"" in which it is presented changes, thus creating a reference-dependent perception.
The effects of framing can be seen in journalism: the ""frame"" surrounding the issue can change the reader's perception without having to alter the actual facts as the same information is used as a base. This is done through the media's choice of certain words and images to cover a story (i.e. using the word fetus vs. the word baby). In the context of politics or mass-media communication, a frame defines the packaging of an element of rhetoric in such a way as to encourage certain interpretations and to discourage others. For political purposes, framing often presents facts in such a way that implicates a problem that is in need of a solution. Members of political parties attempt to frame issues in a way that makes a solution favoring their own political leaning appear as the most appropriate course of action for the situation at hand.As an example: When we want to explain an event, our understanding is often based on our interpretation (frame). If someone rapidly closes and opens an eye, we react differently based on if we interpret this as a ""physical frame"" (they blinked) or a ""social frame"" (they winked). Them blinking may be due to a speck of dust (resulting in an involuntary and not particularly meaningful reaction). Them winking may imply a voluntary and meaningful action (to convey humor to an accomplice, for example).
Observers will read events seen as purely physical or within a frame of ""nature"" differently from those seen as occurring with social frames. But we do not look at an event and then ""apply"" a frame to it. Rather, individuals constantly project into the world around them the interpretive frames that allow them to make sense of it; we only shift frames (or realize that we have habitually applied a frame) when incongruity calls for a frame-shift. In other words, we only become aware of the frames that we always already use when something forces us to replace one frame with another.Though some consider framing to be synonymous with agenda setting, other scholars state that there is a distinction. According to an article written by Donald H. Weaver, framing selects certain aspects of an issue and makes them more prominent in order to elicit certain interpretations and evaluations of the issue, whereas agenda setting introduces the issue topic to increase its salience and accessibility.",Root -> Categoría:Emociones
Frustración,"In psychology, frustration is a common emotional response to opposition, related to anger, annoyance and disappointment. Frustration arises from the perceived resistance to the fulfillment of an individual's will or goal and is likely to increase when a will or goal is denied or blocked. There are two types of frustration: internal and external. Internal frustration may arise from challenges in fulfilling personal goals, desires, instinctual drives and needs, or dealing with perceived deficiencies, such as a lack of confidence or fear of social situations. Conflict, such as when one has competing goals that interfere with one another, can also be an internal source of frustration or annoyance and can create cognitive dissonance. External causes of frustration involve conditions outside an individual's control, such as a physical roadblock, a difficult task, or the perception of wasting time. There are multiple ways individuals cope with frustration such as passive–aggressive behavior, anger, or violence, although frustration may also propel positive processes via enhanced effort and strive. This broad range of potential outcomes makes it difficult to identify the original cause(s) of frustration, as the responses may be indirect. However, a more direct and common response is a propensity towards aggression.",Root -> Categoría:Emociones
Gratitud,"Gratitude, thankfulness or gratefulness, from the Latin word gratus, meaning ""pleasing"" or ""thankful"", is regarded as a feeling of appreciation (or similar positive response) by a recipient of another's kindness, gifts, help, favours, or other form of generosity to the giver of such gifts.
Historically, gratitude has been a part of several world religions. It also has been a topic of interest to ancient, medieval, and modern philosophers.The systematic study of gratitude within the field of psychology began in 1998 when Martin Seligman introduced a new branch of psychology, positive psychology, which focuses on reinforcement of positive traits. The study of gratitude in psychology has included the attempt to understand the short term experience of the gratitude response (state gratitude), individual differences in how frequently gratitude is felt among individuals (trait gratitude), and the relationship between these two, as well as the therapeutic benefits of gratitude.",Root -> Categoría:Emociones
Histeria,"Hysteria is a term used colloquially to mean ungovernable emotional excess and can refer to a temporary state of mind or emotion. In the nineteenth century, hysteria was considered a diagnosable physical illness in women. It is assumed that the basis for diagnosis operated under the belief that women are predisposed to mental and behavioral conditions; an interpretation of sex-related differences in stress responses. In the twentieth century, it shifted to being considered a mental illness. Many influential people such as Sigmund Freud and Jean-Martin Charcot dedicated research to hysteria patients.Currently, most doctors practicing medicine do not accept hysteria as a medical diagnosis. The blanket diagnosis of hysteria has been fragmented into myriad medical categories such as epilepsy, histrionic personality disorder, conversion disorders, dissociative disorders, or other medical conditions. Furthermore, lifestyle choices, such as choosing not to wed, are no longer considered symptoms of psychological disorders such as hysteria.",Root -> Categoría:Emociones
Horror,"The distinction between horror and terror is a standard literary and psychological concept applied especially to Gothic and horror fiction. Terror is usually described as the feeling of dread and anticipation that precedes the horrifying experience. By contrast, horror is the feeling of revulsion that usually follows a frightening sight, sound, or otherwise experience.
Horror has also been defined by Noel Carroll as a combination of terror and revulsion.",Root -> Categoría:Emociones
Hostilidad,"Hostility  is seen as form of emotionally charged aggressive behavior. In everyday speech it is more commonly used as a synonym for anger and aggression.
It appears in several psychological theories. For instance it is a facet of neuroticism in the NEO PI, and forms part of personal construct psychology, developed by George Kelly.",Root -> Categoría:Emociones
Humillación,"Humiliation is the abasement of pride, which creates mortification or leads to a state of being humbled or reduced to lowliness or submission. It is an emotion felt by a person whose social status, either by force or willingly, has just decreased. It can be brought about through intimidation, physical or mental mistreatment or trickery, or by embarrassment if a person is revealed to have committed a socially or legally unacceptable act. Whereas humility can be sought alone as a means to de-emphasize the ego, humiliation must involve other person(s), though not necessarily directly or willingly.
Humiliation is currently an active research topic, and is now seen as an important – and complex – core dynamic in human relationships, having implications at intrapersonal, interpersonal, institutional and international levels.",Root -> Categoría:Emociones
Hygge,"Hygge (; Danish: [ˈhykə]; Norwegian: [ˈhŷɡːə]) is a word in Danish and Norwegian that describes a mood of coziness and ""comfortable conviviality"" with feelings of wellness and contentment. As a cultural category with its sets of associated practices hygge has more or less the same meaning in both places and in both languages, however, the emphasis on hygge as a core part of Danish culture is a recent phenomenon, dating to the late 20th century.",Root -> Categoría:Emociones
Indiferencia,"Apathy is a lack of feeling, emotion, interest, or concern about something. It is a state of indifference, or the suppression of emotions such as concern, excitement, motivation, or passion. An apathetic individual has an absence of interest in or concern about emotional, social, spiritual, philosophical, virtual, or physical life and the world. Apathy can also be defined as a person's lack of goal orientation.The apathetic may lack a sense of purpose, worth, or meaning in their life. People with severe apathy tend to have a lower quality of life and are at a higher risk for mortality and early institutionalization. They may also exhibit insensibility or sluggishness. In positive psychology, apathy is described as a result of the individuals' feeling they do not possess the level of skill required to confront a challenge (i.e. ""flow""). It may also be a result of perceiving no challenge at all (e.g. the challenge is irrelevant to them, or conversely, they have learned helplessness). Apathy is something that all people face in some capacity and is a natural response to disappointment, dejection, and stress. As a response, apathy is a way to forget about these negative feelings. This type of common apathy is usually felt only in the short term, but sometimes it becomes a long-term or even lifelong state, often leading to deeper social and psychological issues. An extreme form of apathy may be someone being numb to different stressful life events such as losing a job.
Apathy should be distinguished from reduced affect display, which refers to reduced emotional expression but not necessarily reduced emotion.
Pathological apathy, characterized by extreme forms of apathy, is now known to occur in many different brain disorders, including neurodegenerative conditions often associated with dementia such as Alzheimer's disease, and psychiatric disorders such as schizophrenia. Although many patients with pathological apathy also have depression, several studies have shown that the two syndromes are dissociable: apathy can occur independently of depression and vice versa.",Root -> Categoría:Emociones
Infatuación,"Infatuation or being smitten is the state of being carried away by an unreasoned passion, usually towards another person for whom one has developed strong romantic feelings. Psychologist Frank D. Cox says that infatuation can be distinguished from romantic love only when looking back on a particular case of being attracted to a person. Infatuation may also develop into a mature love. Goldstein and Brandon describe infatuation as the first stage of a relationship before developing into a mature intimacy. Whereas love is ""a warm attachment, enthusiasm, or devotion to another person"", infatuation is ""a feeling of foolish or obsessively strong love for, admiration for, or interest in someone or something"", a shallower ""honeymoon phase"" in a relationship. Dr. Ian Kerner, a sex therapist, states that infatuation usually occurs at the start of relationships, is ""...usually marked by a sense of excitement and euphoria, and it's often accompanied by lust and a feeling of newness and rapid expansion with a person"". Phillips describes how the illusions of infatuations inevitably lead to disappointment when learning the truth about a lover. Adolescents often make people an object of extravagant, short-lived passion or temporary love.",Root -> Categoría:Emociones
Inquietud,"Worry refers to the thoughts, images, emotions, and actions of a negative nature in a repetitive, uncontrollable manner that results from a proactive cognitive risk analysis made to avoid or solve anticipated potential threats and their potential consequences.",Root -> Categoría:Emociones
Interés,"Interest is a feeling or emotion that causes attention to focus on an object, event, or process. In contemporary psychology of interest, the term is used as a general concept that may encompass other more specific psychological terms, such as curiosity and to a much lesser degree surprise.The emotion of interest does have its own facial expression, of which the most prominent component is having dilated pupils.",Root -> Categoría:Emociones
Interés homeostático,"Homeostatic emotion (or primordial emotion, or homeostatic feeling, or homeostatic affect) is a class of feelings (e.g., thirst, pain, fatigue) evoked by an internal body state. A homeostatic emotion drives behavior (drinking, withdrawing and resting in these examples) aimed at restoring the body to its ideal state.Derek Denton uses the term ""primordial emotion"" and defines it as ""the subjective element of the instincts, which are the genetically programmed behaviour patterns which contrive homeostasis. They include thirst, hunger for air, hunger for food, pain, hunger for specific minerals etc. There are two constituents of a primordial emotion—the specific sensation which when severe may be imperious, and the compelling intention for gratification by a consummatory act.""Denton includes sexual desire in this class and distinguishes two classes of feelings: these primordial emotions (""imperious states of arousal and compelling intentions to act"" driven by activation of interoceptors and involving ancient, lower brain regions such as the medulla, midbrain and hypothalamus), and the classic emotions such as anger, fear and love, driven by distance receptors (vision, hearing, olfaction) and mediated by higher, more recently evolved brain regions.Jaak Panksepp called this class of feelings ""homeostatic affect."" He recognised it as one of three primary classes of affect: sensory affect (e.g., touch, warmth), homeostatic affect (e.g., thirst, fatigue) and emotional affect (e.g., anger, fear).In his earlier work Antonio Damasio used ""primordial feeling"" but he now prefers the term ""homeostatic feeling"" for this class. ""The only other category of feelings I recognize is 'emotional'. Emotional feelings are experiences of emotional states. Homeostatic feelings are feelings such as hunger, thirst, pain, desire, wellbeing, as well as the continuous feelings of life itself.""Bud Craig uses ""homeostatic emotion"" for this class of feelings and has found that humans and anthropoid primates form an image of all of the body's unique homeostatic sensations in the brain's primary interoceptive cortex (located in the dorsal posterior insula). This image is re-represented in the mid- and anterior insula, and the anterior insula's image (modulated by input from cognitive, affective and reward-related circuits) embodies conscious awareness of the whole body's homeostatic state. A sensation re-represented in the anterior insula and that sensation's related motivation hosted in the anterior cingulate cortex form a homeostatic emotion.


== References ==",Root -> Categoría:Emociones
Ira,"Anger, also known as wrath or rage, is an intense emotional state involving a strong uncomfortable and non-cooperative response to a perceived provocation, hurt or threat.A person experiencing anger will often experience physical effects, such as increased heart rate, elevated blood pressure, and increased levels of adrenaline and noradrenaline. Some view anger as an emotion which triggers part of the fight or flight response. Anger becomes the predominant feeling behaviorally, cognitively, and physiologically when a person makes the conscious choice to take action to immediately stop the threatening behavior of another outside force. The English word originally comes from the term anger from the Old Norse language.Anger can have many physical and mental consequences. The external expression of anger can be found in facial expressions, body language, physiological responses, and at times public acts of aggression. Facial expressions can range from inward angling of the eyebrows to a full frown. While most of those who experience anger explain its arousal as a result of ""what has happened to them"", psychologists point out that an angry person can very well be mistaken because anger causes a loss in self-monitoring capacity and objective observability.Modern psychologists view anger as a normal, natural, and mature emotion experienced by virtually all humans at times, and as something that has functional value for survival. Uncontrolled anger can negatively affect personal or social well-being and negatively impact those around them. While many philosophers and writers have warned against the spontaneous and uncontrolled fits of anger, there has been disagreement over the intrinsic value of anger. The issue of dealing with anger has been written about since the times of the earliest philosophers, but modern psychologists, in contrast to earlier writers, have also pointed out the possible harmful effects of suppressing anger.",Root -> Categoría:Emociones
Las pasiones del alma,"In his final philosophical treatise, The Passions of the Soul (French: Les Passions de l'âme), completed in 1649 and dedicated to Princess Elisabeth of Bohemia, René Descartes contributes to a long tradition of philosophical inquiry into the nature of ""the passions"". The passions were experiences – now commonly called emotions in the modern period – that had been a subject of debate among philosophers and theologians since the time of Plato.
Notable precursors to Descartes who articulated their own theories of the passions include St. Augustine, St. Thomas Aquinas and Thomas Hobbes.",Root -> Categoría:Emociones
Llanto,"Crying is the dropping of tears (or welling of tears in the eyes) in response to an emotional state, or pain. Emotions that can lead to crying include sadness, anger, and even happiness. The act of crying has been defined as ""a complex secretomotor phenomenon characterized by the shedding of tears from the lacrimal apparatus, without any irritation of the ocular structures"", instead, giving a relief which protects from conjunctivitis. A related medical term is lacrimation, which also refers to non-emotional shedding of tears. Various forms of crying are known as sobbing, weeping, wailing, whimpering, bawling, and blubbering.For crying to be described as sobbing, it usually has to be accompanied by a set of other symptoms, such as slow but erratic inhalation, occasional instances of breath holding and muscular tremor.
A neuronal connection between the lacrimal gland and the areas of the human brain involved with emotion has been established.
Tears produced during emotional crying have a chemical composition which differs from other types of tears. They contain significantly greater quantities of the hormones prolactin, adrenocorticotropic hormone, and Leu-enkephalin, and the elements potassium and manganese.",Root -> Categoría:Emociones
Lujuria,"Lust is a psychological force producing intense desire for something, or circumstance while already having a significant amount of the desired object. Lust can take any form such as the lust for sexuality (see libido), money, or power. It can take such mundane forms as the lust for food (see gluttony) as distinct from the need for food or lust for redolence, when one is lusting for a particular smell that brings back memories. It is similar to but distinguished from passion, in that passion propels individuals to achieve benevolent goals whilst lust does not.",Root -> Categoría:Emociones
Mariposas en el estómago,"Butterflies in the stomach is the physical sensation in humans of a ""fluttery"" feeling in the stomach, caused by a reduction of blood flow to the organ. This is as a result of the release of adrenaline in the fight-or-flight response, which causes increased heart rate and blood pressure, consequently sending more blood to the muscles.It can be a symptom of social anxiety disorder. The symptom of this phenomenon is usually experienced prior to attempting to partake in something critical.",Root -> Categoría:Emociones
Miedo a la felicidad,"Aversion to happiness, also called cherophobia and fear of happiness, is an attitude towards happiness in which individuals may deliberately avoid experiences that invoke positive emotions or happiness.One of several reasons why cherophobia may develop is the belief that when one becomes happy, a negative event will soon occur that will taint that happiness, as if punishing that individual for satisfaction. This belief is thought to be more prevalent in Eastern cultures. In Western cultures, such as American culture, ""it is almost taken for granted that happiness is one of the most important values guiding people's lives"". Western cultures are more driven by an urge to maximize happiness and to minimize sadness. Failing to appear happy often gives cause for concern. The value placed on happiness echoes through Western positive psychology and through research on subjective well-being. Fear of happiness is associated with fragility of happiness beliefs, suggesting that one of the causes of aversion to happiness may be the belief that happiness is unstable and fragile. Research shows that fear of happiness is associated with avoidant and anxious attachment styles.",Root -> Categoría:Emociones
Misericordia,"Mercy (Middle English, from Anglo-French merci, from Medieval Latin merced-, merces, from Latin, ""price paid, wages"", from merc-, merxi ""merchandise"") is benevolence, forgiveness, and kindness in a variety of ethical, religious, social, and legal contexts.
In the social and legal context, mercy may refer both to compassionate behavior on the part of those in power (e.g. mercy shown by a judge toward a convict), or on the part of a humanitarian third party, e.g., a mission of mercy aiming to treat war victims.",Root -> Categoría:Emociones
Molestia,Annoyance is an unpleasant mental state that is characterized by irritation and distraction from one's conscious thinking. It can lead to emotions such as frustration and anger. The property of being easily annoyed is called irritability.,Root -> Categoría:Emociones
Morriña,"Homesickness is the distress caused by being away from home. Its cognitive hallmark is preoccupying thoughts of home and attachment objects. Sufferers typically report a combination of depressive and anxious symptoms, withdrawn behavior and difficulty focusing on topics unrelated to home. Experienced by children and adults, the affected person may be taking a short trip to a nearby place, such as summer camp, or they may be taking a long trip or have moved to a different country.In its mild form, homesickness prompts the development of coping skills and motivates healthy attachment behaviors, such as renewing contact with loved ones. Nearly all people miss something about home when they are away, making homesickness a nearly universal experience. However, intense homesickness can be painful and debilitating.",Root -> Categoría:Emociones
Mudita,"Muditā (Pāli and Sanskrit: मुदिता) means joy; especially sympathetic or vicarious joy, or the pleasure that comes from delighting in other people's well-being.The traditional paradigmatic example of this mind-state is the attitude of a parent observing a growing child's accomplishments and successes. Mudita should not be confused with pride, as a person feeling mudita may not have any benefit or direct income from the accomplishments of the other. Mudita is a pure joy unadulterated by self-interest.",Root -> Categoría:Emociones
Neurociencia afectiva,"Affective neuroscience is the study of the neural mechanisms of emotion. This interdisciplinary field combines neuroscience with the psychological study of personality, emotion, and mood. The putative existence of 'basic emotions' and their defining attributes represents a long lasting and yet unsettled issue in the field.The term was coined by neuroscientist Jaak Panksepp, at a time when cognitive neuroscience focused on non-emotional cognition, such as attention or memory.",Root -> Categoría:Emociones
Neuroticismo,"In the study of psychology, neuroticism has been considered a fundamental personality trait. For example, in the Big Five approach to personality trait theory, individuals with high scores for neuroticism are more likely than average to be moody and to experience such feelings as anxiety, worry, fear, anger, frustration, envy, jealousy, guilt, depressed mood, and loneliness. Such people are thought to respond worse to stressors and are more likely to interpret ordinary situations, such as minor frustrations, as appearing hopelessly difficult. They are described as often being self-conscious and shy, and tending to have trouble controlling urges and delaying gratification.People with high scores on the neuroticism index are thought to be at risk of developing common mental disorders (mood disorders, anxiety disorders, and substance use disorders have been studied), and the sorts of symptoms traditionally referred to as ""neuroses"".",Root -> Categoría:Emociones
Odio,"Hatred is a very angry emotional response towards  certain people or ideas, usually related to disliking something. Hatred is often associated with intense feelings of anger, contempt, and disgust. Hatred is sometimes seen as the opposite of love.",Root -> Categoría:Emociones
Optimismo,"Optimism is an attitude reflecting a belief or hope that the outcome of some specific endeavor, or outcomes in general, will be positive, favorable, and desirable. A common idiom used to illustrate optimism versus pessimism is a glass filled with water to the halfway point: an optimist is said to see the glass as half full, while a pessimist sees the glass as half empty.
The term derives from the Latin optimum, meaning ""best"". Being optimistic, in the typical sense of the word, is defined as expecting the best possible outcome from any given situation. This is usually referred to in psychology as dispositional optimism. It thus reflects a belief that future conditions will work out for the best. For this reason, it is seen as a trait that fosters resilience in the face of stress.Theories of optimism include dispositional models and models of explanatory style. Methods to measure optimism have been developed within both of these theoretical approaches, such as various forms of the Life Orientation Test for the original dispositional definition of optimism and the Attributional Style Questionnaire designed to test optimism in terms of explanatory style.
Variation in optimism and pessimism is somewhat heritable and reflects biological trait systems to some degree. It is also influenced by environmental factors, including family environment, with some suggesting it can be learned. Optimism may also be linked to health.",Root -> Categoría:Emociones
Paciencia,"Patience (or forbearance) is the ability to endure difficult circumstances. Patience may involve perseverance in the face of delay; tolerance of provocation without responding in disrespect/anger; or forbearance when under strain, especially when faced with longer-term difficulties, or being able to wait for a long amount of time without getting irritated or bored. Patience is the level of endurance one can have before disrespect. It is also used to refer to the character trait of being steadfast. Antonyms include hastiness and impetuousness.",Root -> Categoría:Emociones
Pasión,"Passion (Greek πάσχω ""to suffer, to be acted on"" and Late Latin (chiefly Christian) passio ""passion; suffering"" (from Latin pati ""to suffer""; participle: passus)) is a term used to denote strong and intractable or barely controllable emotion or inclination with respect to a particular person or thing. Passion can range from eager interest in, or admiration for, an idea, proposal, or cause; to enthusiastic enjoyment of an interest or activity; to strong attraction, excitement, or emotion towards a person. It is particularly used in the context of romance or sexual desire, though it generally implies a deeper or more encompassing emotion than that implied by the term lust, often incorporating ideas of ecstasy and/or suffering. 

Denis Diderot (1713-1784) describes passions as ""penchants, inclinations, desires and aversions carried to a certain degree of intensity, combined with an indistinct sensation of pleasure or pain, occasioned or accompanied by some irregular movement of the blood and animal spirits, are what we call passions. They can be so strong as to inhibit all practice of personal freedom, a state in which the soul is in some sense rendered passive; whence the name passions. This inclination or so-called disposition of the soul, is born of the opinion we hold that a great good or a great evil is contained in an object which in and of itself arouses passion"".
Diderot further breaks down pleasure and pain, which he sees as the guiding principles of passion, into four major categories:

Pleasures and pains of the senses
Pleasures of the mind or of the imagination
Our perfection or our imperfection of virtues or vices
Pleasures and pains in the happiness or misfortunes of othersModern pop-psychologies and employers tend to favor and even encourage the expression of a ""passion""; previous generations sometimes expressed more nuanced viewpoints.",Root -> Categoría:Emociones
Pathos,"Pathos (, US: ; plural: pathea or pathê; Greek: πάθος, for ""suffering"" or ""experience"" or ""something that one undergoes,"" or ""something that happens to one"". In medicine it refers to a ""failing,"" ""illness"", or ""complaint"". In Stoicism it refers to ""complaints of the soul"". In its adjectival form: pathetic from παθητικός) appeals to the emotions of the audience and elicits feelings that already reside in them. Pathos is a used most often in rhetoric (in which it is considered one of the three modes of persuasion, alongside ethos and logos), as well as in literature, film and other narrative art.
Emotional appeal can be accomplished in many ways, such as the following:

by a metaphor or storytelling, commonly known as a hook;
by passion in the delivery of the speech or writing, as determined by the audience;
by personal anecdote.Pathos tends to use ""loaded"" words that will get some sort of reaction. Examples could include ""victim,"" in a number of different contexts. In certain situations, pathos may be described as a ""guilt trip"" based on the speaker trying to make someone in the audience or the entire audience feel guilty about something. An example would be ""Well, you don't have to visit me, but I just really miss you and haven't seen you in so long.""",Root -> Categoría:Emociones
Pesimismo,"Pessimism is a negative mental attitude in which an undesirable outcome is anticipated from a given situation. Pessimists tend to focus on the negatives of life in general. A common question asked to test for pessimism is ""Is the glass half empty or half full?""; in this situation, a pessimist is said to see the glass as half empty, while an optimist is said to see the glass as half full. Throughout history, the pessimistic disposition has had effects on all major areas of thinking.Philosophical pessimism is the related idea that views the world in a strictly anti-optimistic fashion. This form of pessimism is not an emotional disposition as the term commonly connotes. Instead, it is a philosophy or worldview that assigns a negative value to life or existence. Philosophical pessimists commonly argue that the world contains an empirical prevalence of pains over pleasures, that life is ontologically or intrinsically adverse to living beings, and that existence is fundamentally meaningless or without purpose. Their responses to this condition, however, are widely varied and can be life-affirming.",Root -> Categoría:Emociones
Piedad,"Pity is a sympathetic sorrow evoked by the suffering of others, and is used in a comparable sense to  compassion, condolence or empathy  – the word deriving from the Latin pietas (etymon also of piety). Self-pity is pity directed towards oneself.
Two different kinds of pity can be distinguished, ""benevolent pity"" and ""contemptuous pity"" (see Kimball), where, through insincere, pejorative usage, pity is used to connote feelings of superiority, condescension, or contempt.",Root -> Categoría:Emociones
Prueba de inteligencia emocional de Mayer‐Salovey‐Caruso,"The Mayer-Salovey-Caruso Emotional Intelligence Test (MSCEIT) is an ability-based measure of emotional intelligence. The test was constructed by academics John D. Mayer, Peter Salovey, and David R. Caruso at Yale and the University of New Hampshire in cooperation with Multi-Health Systems Inc. The test measures emotional intelligence through a series of questions and tests the participant's ability to perceive, use, understand, and regulate emotions. Using questions based on everyday scenarios, the MSCEIT measures how well people respond to social tasks, read facial expressions, and solve emotional problems. The MSCEIT is used in corporate, educational, research, and therapeutic settings.",Root -> Categoría:Emociones
Pudor,"Modesty, sometimes known as demureness, is a mode of dress and deportment which intends to avoid the encouraging of sexual attraction in others. The word ""modesty"" comes from the Latin word modestus which means ""keeping within measure"". Standards of modesty are culturally and context dependent and vary widely. In this use, it may be considered inappropriate or immodest to reveal certain parts of the body. In some societies, modesty may involve women covering their bodies completely and not talking to men who are not immediate family members; in others, a fairly revealing but one-piece bathing costume is considered modest while other women wear bikinis. In some countries, exposure of the body in breach of community standards of modesty is also considered to be public indecency, and public nudity is generally illegal in most of the world and regarded as indecent exposure. For example, Stephen Gough, a lone man attempting to walk naked from south to north in the United Kingdom, was repeatedly imprisoned. However, nudity is at times tolerated in some societies; for example by Digambara monks in India, who renounce clothing for ascetic reasons, and during a World Naked Bike Ride.In semi-public contexts standards of modesty vary. Nudity may be acceptable in public single-sex changing rooms at swimming baths, for example, or for mass medical examination of people for military service. In private, standards again depend upon the circumstances. A person who would never disrobe in the presence of the opposite sex in a social context might unquestioningly do so for a medical examination; others might allow examination, but only by a person of the same sex.",Root -> Categoría:Emociones
Regocijo,"Amusement is the state of experiencing humorous and entertaining events or situations while the person or animal actively maintains the experience, and is associated with enjoyment, happiness, laughter and pleasure. It is an emotion with positive valence and high physiological arousal.
Amusement is considered an ""epistemological"" emotion because humor occurs when one experiences a cognitive shift from one knowledge structure about a target to another, such as hearing the punchline of a joke. The pleasant surprise that happens from learning this new information leads to a state of amusement which people often express through smiling, laughter or chuckling.
Current studies have not yet reached consensus on the exact purpose of amusement, though theories have been advanced in the fields of psychology, psychiatry, and sociology. In addition, the precise mechanism that causes a given element (image, sound, behavior, etc.) to be perceived as more or less 'amusing' than another similar element to a particular individual is not clearly understood.",Root -> Categoría:Emociones
Resentimiento,"Resentment (also called ranklement or bitterness) is a complex, multilayered emotion that has been described as a mixture of disappointment, disgust, anger, and fear. Other psychologists consider it a mood or as a secondary emotion (including cognitive elements) that can be elicited in the face of insult and/or injury.Inherent in resentment is a perception of unfairness (i.e. from trivial to very serious), and a generalized defense against unfair situations (e.g. relationships or unfavourable circumstances).The word originates from French ""ressentir"", re-, intensive prefix, and sentir ""to feel""; from the Latin ""sentire"". The English word has become synonymous with anger, spite, and holding a grudge.",Root -> Categoría:Emociones
Risa,"Laughter is a pleasant physical reaction consisting usually of rhythmical, often audible contractions of the diaphragm and other parts of the respiratory system. It is a response to certain external or internal stimuli. Laughter can rise from such activities as being tickled, or from humorous stories or thoughts. Most commonly, it is considered an auditory expression of a number of positive emotional states, such as joy, mirth, happiness, or relief. On some occasions, however, it may be caused by contrary emotional states such as embarrassment, surprise, or confusion such as nervous laughter or courtesy laugh. Age, gender, education, language, and culture are all indicators as to whether a person will experience laughter in a given situation. Some other species of primate (chimpanzees, gorillas and orangutans) show laughter-like vocalizations in response to physical contact such as wrestling, play chasing or tickling.
Laughter is a part of human behavior regulated by the brain, helping humans clarify their intentions in social interaction and providing an emotional context to conversations. Laughter is used as a signal for being part of a group—it signals acceptance and positive interactions with others. Laughter is sometimes seen as contagious, and the laughter of one person can itself provoke laughter from others as a positive feedback.The study of humor and laughter, and its psychological and physiological effects on the human body, is called gelotology.",Root -> Categoría:Emociones
Rubor,"Blushing is the reddening of a person's face due to psychological reasons. It is normally involuntary and triggered by emotional stress associated with passion, embarrassment, shyness, fear, anger, or romantic stimulation.
Severe blushing is common in people who have social anxiety in which the person experiences extreme and persistent anxiety in social and performance situations.",Root -> Categoría:Emociones
Satisfacción,"Contentment is an emotional state of satisfaction that can be seen as a mental state drawn from being at ease in one's situation, body and mind. Colloquially speaking, contentment could be a state of having accepted one's situation and is a milder and more tentative form of happiness.Contentment and the pursuit of contentment are a central thread through many philosophical or religious schools across diverse cultures, times and geographies. Siddharta, the founder of Buddhism, once said ""Health is the most precious gain and contentment, the greatest wealth"". John Stuart Mill, centuries later, would write ""I have learned to seek my happiness by limiting my desires, rather than in attempting to satisfy them."" Marcus Aurelius wrote ""Live with the gods. And he who does so constantly shows them that his soul is satisfied with what is assigned to them."" Hebrews 13:5 reads ""Keep your lives free from the love of money and be content with what you have, because God has said, 'Never will I leave you; never will I forsake you.'"" Chinese philosopher Zhuang Zhou once wrote in the 3rd century BCE, ""A gentleman who profoundly penetrates all things and is in harmony with their transformations will be contented with whatever time may bring. He follows the course of nature in whatever situation he may be.""The literature above all states that contentment is a state which is ideally reached through being happy with what a person has, as opposed to achieving one's larger ambitions. Socrates described this by saying, ""He who is not contented with what he has, would not be contented with what he would like to have."" There are a number of elements of achievement that make finding a state of personal contentment easier, such as a strong family unit, a strong local community, and satisfaction of life's basic needs as expressed in Maslow's hierarchy of needs. In general, the more needs in Maslow's hierarchy are achieved, the more easily one might achieve contentment.",Root -> Categoría:Emociones
Schadenfreude,"Schadenfreude (; German: [ˈʃaːdn̩ˌfʁɔʏ̯də] (listen); lit. 'harm-joy') is the experience of pleasure, joy, or self-satisfaction that comes from learning of or witnessing the troubles, failures, or humiliation of another. It is a borrowed word from German, with no direct translation, that originated in the 18th century.
Schadenfreude has been detected in children as young as 24 months and may be an important social emotion establishing ""inequity aversion"".",Root -> Categoría:Emociones
