arroz frito,cooked rice stir-fried with eggs and other ingredients
Luther Burger,"A Luther Burger, or doughnut burger (among several naming variations), is a hamburger or cheeseburger with one or more glazed doughnuts in place of the bun.  These burgers have a disputed origin, and tend to run between approximately 800 and 1,500 calories (3,300 and 6,300 kJ)."
Chawanmushi,"Chawanmushi (茶碗蒸し, chawanmushi, literally ""tea cup steam"" or ""steamed in a tea bowl"") is an egg custard dish in Japanese cuisine. Unlike many other custards, it is usually eaten as a dish in a meal, as chawanmushi contains savory rather than sweet ingredients. The custard consists of an egg mixture flavored with soy sauce, dashi, and mirin, with numerous ingredients such as shiitake mushrooms, kamaboko, yuri-ne (lily root), ginkgo and boiled shrimp placed into a tea-cup-like container.  The recipe for the dish is similar to that of Chinese steamed eggs, but the toppings often differ. Since egg custards cannot be picked up by chopsticks, it is one of the few Japanese dishes that is eaten with a spoon.
Chawanmushi can be eaten either hot or cool. When udon is added as an ingredient, it is called odamaki mushi or odamaki udon."
Tong zi dan,"Virgin boy eggs are a traditional dish of Dongyang, Zhejiang, China in which eggs are boiled in the urine of young boys who were presumably peasants, preferably under the age of ten. Named ""tong zi dan"" (Chinese: 童子蛋; pinyin: Tóngzǐdàn), the dish translates literally to ""boy egg"" and is a springtime tradition of the city where the urine is collected from prepubescent peasant boys.

"
éclair,"An éclair (, ; French pronunciation: ​[e.klɛʁ]) is a pastry made with choux dough filled with a cream and topped with a flavored icing. The dough, which is the same as that used for profiterole, is typically piped into an oblong shape with a pastry bag and baked until it is crisp and hollow inside. Once cool, the pastry is filled with custard (crème pâtissière), whipped cream or chiboust cream, then iced with fondant icing. Other fillings include pistachio- and rum-flavoured custard, fruit-flavoured fillings, or chestnut purée. The icing is sometimes caramel, in which case the dessert may be called a bâton de Jacob. A similar pastry in a round rather than oblong shape is called a Religieuse."
Biryani,"Biryani (/bɜːrˈjɑːni/) is a mixed rice dish originating among the royal khansamas of the durbar of Old Delhi, under the Mughal Empire, during the late 16th century of the erstwhile Mughal Court. It is made with Indian spices, rice, and usually some type of meat (chicken, beef, goat, lamb, prawn, fish) or in some cases without any meat, and sometimes, in addition, eggs and potatoes.Biryani is one of the most popular dishes in South Asia, as well as among the diaspora from the region. Similar dishes are also prepared in other parts of the world such as in Iraq, Thailand, Singapore and Malaysia. Biryani is the single most-ordered dish on Indian online food ordering and delivery services."
Žganci,"Žganci is a dish in Slovenian and Croatian cuisine, known as Stirz in Austria, pura on the Croatian coast, and also known in northern Italy. It is a traditional ""poor man's food"" of hard-working farmhands similar to polenta, although prepared with finer grains."
Salzburger Nockerl,"Salzburger Nockerl (pl., Austro-Bavarian: Soizbuaga Noggal) are a sweet soufflé served as a dessert, a culinary specialty in the Austrian city of Salzburg."
Zosui,"Zōsui (雑炊, literally ""miscellaneous cooking""), or ojiya (おじや), is a mild and thin Japanese rice soup akin to a rice-based vegetable soup. It is made from pre-cooked rice and dashi or water seasoned with either soy sauce or miso and cooked with other ingredients such as meat, seafood, mushrooms, and vegetables. It is generally served to those who are sick or otherwise feeling unwell, and is usually only served in the winter.
Leftover soup from nabe is often re-used for zosui. Instead of rice, udon and ramen noodles are recent alternatives."
bsisa,"Bsisa (Arabic: بسيسة, Berber aḍemmin 
Hebrew: בסיסה) is a typical Mediterranean food, based on flour of roasted barley which dates back to Roman times.Bsisa is a variety of mixtures of roasted cereals ground with fenugreek and aniseed and cumin and sugar. This kind of food is known throughout Tunisia and Libya. Its history goes back a long way, and travellers and nomads used to take bsisa with them on their journeys since it was both full of nutritional value and easy to carry in its ground powder form.
The herbs and spices that are added to the mixture can vary, and the mixtures can also be used as a liquid when added to milk or water, creating a strongly floured drink called Rowina. The most common use for bsisa is to mix them with olive oil into a paste. This is then typically eaten with dates or figs for a quick meal which is energy-rich and healthy. 'Howira' is a similar mixture to Bsisa, however of a darker complexion and consists of similar ingredients.It is eaten by Tunisian and Libyan [[ muslims and Jews]] on various occasions, and especially the first day of the Hebrew month of Nisan as this is the day the Mishkan (tabernacle) was erected (in this case, the food is named bsiset el-marquma or simply Bsisa). The food is powder that consists of wheat and barley, which represents the mortar used to build the Mishkan. Additionally, the mother of the household puts her gold ring into the Bsisa, recalling the gold that was also used in the building of the Mishkan. Before eating the bsisa, the father of the household blesses in Arabic while he mixes the Bsisa using the key to his house with oil, recalling the oil used in the Mishkan  This symbolizes the ""opening"" of the 'new year' The father and family recite in turn:
Ya fetach,Bla Neftach,Arzekna warzek mennaYa atai,Bla mena!"
Ema datshi,"Ema datshi (Dzongkha: ཨེ་མ་དར་ཚིལ་; Wylie: e-ma dar-tshil) is among the most famous dishes in Bhutanese cuisine, recognized as a national dish of Bhutan. It is made from hot chili peppers and cheese; ""ema"" means ""chili"" and ""datshi"" means ""cheese"" in the Dzongkha language of Bhutan.
Different varieties of chilies may be used: green chili, red chili, or white chili (green chili washed in hot water and sun-dried), which may be dried or fresh. The chilies are called ""sha ema"" which is a Capsicum annuum cultivar, a form of pepper much like cayenne, poblano, ancho, or Anaheim.
The cheese in ema datshi is homemade from the curd of cow or yak's milk. In the process, the fat is removed from the curd to make butter, and the remaining curd without fat is used to make the cheese. After the cheese is made, a watery liquid is left over, which is used as a soup that can be taken with rice. No part of the curd is wasted."
Pom,"Pom is a Surinamese oven dish made using Arrowleaf elephant ear root, locally called ""pomtajer""."
macaroni casserole,"Macaroni casserole is a dish of baked pasta. It is especially known as a staple in northern European home cooking. It is a dish of cooked macaroni and a mixture of egg and milk with additional ingredients like meats, vegetables or fish. It is commonly made with cheese or breadcrumbs sprinkled on top.
The dish is reminiscent of a frittata, with the main difference being that it is baked entirely in the oven. It is usually eaten with ketchup."
Mitraillette,"A mitraillette (French pronunciation: ​[mitʁajɛt], literally ""submachine gun"") is a type of sandwich in Belgium commonly served at friteries and cafés. It is popular among students.It is thought to have originated in Brussels, but is also popular in Flanders, Wallonia, and the Nord region of France, where it is also known as an ""Américain"" (literally an ""American"")."
Khichri,"Khichdi or Khichri (Hindi: खिचड़ी, romanized: khicṛī, pronounced [ˈkʰɪtʃɽiː], Bengali: খিচুড়ি, Kannada: ಹುಗ್ಗಿ, Huggi) is a dish in South Asian cuisine made of rice and lentils (dal), but other variations include bajra and mung dal khichri. In Indian culture, in several regions, especially in the northern areas, it is considered one of the first solid foods that babies eat. Hindus, mainly from north/northwest, who avoid eating grains during fasting, eat Sabudana khichri made from sago.  In the southern part of India, however, the word khichri  is not that popular. While people of Tamil Nadu and Andhra regions cook Pongal, and Kannadigas prepare Huggi which is mung dal Khichidi and Bisi bele bhath, a pigeon pea variation with vegetables,  Keralites have no similar dish. Khichri is a salty porridge. Dalia is another similar sweet porridge made from the crushed wheat or barley mixed with sugar and milk.Khichdi was the inspiration for Anglo-Indian kedgeree and was said to be related to the Egyptian koshary, though the latter has more Italian influence."
ensalada rusa,salad dish of Russian origin
Stoemp,Belgian dish with stomped potatoes and vegetables
Corn dog,"A corn dog (also spelled corndog) is a sausage (usually a hot dog) on a stick that has been coated in a thick layer of cornmeal batter and deep fried. It originated in the United States and is commonly found in American cuisine.

"
Sesos de mono (gastronomía),"Monkey brains is a supposed dish consisting of, at least partially, the brain of some species of monkey or ape. 
While animal brains have been consumed in various cuisines (e.g. eggs and brains or fried brain sandwiches), there is debate about if monkey brains have actually been consumed. In Western popular culture its consumption is repeatedly portrayed and debated, often in the context of portraying exotic cultures as exceptionally cruel, callous, and/or strange."
Okinawa soba,"Okinawa soba (沖縄そば) is a type of noodle produced in Okinawa Prefecture, Japan. Okinawa soba is a regional collective trademark of The Okinawa Noodle Manufacturing Co-op. On Okinawa, it is sometimes simply called soba (or suba in Okinawan dialects), although this Japanese term typically refers to buckwheat noodles in mainland Japan.
The thick wheat noodles more closely resemble the texture of udon, and when served in soup, the broth is more similar to that of ramen. The noodles tend to have a circular cross section in the Yaeyama Islands and tend to be slightly flat in the rest of Okinawa Prefecture.
It is served in a broth flavored with konbu (edible seaweed), katsuobushi flakes and pork. Standard toppings are kamaboko (fish cake), sliced scallion and a thick slice of stewed san-mai niku (三枚肉, pork belly; lit. ""three-layer meat"") or soki (boneless pork ribs) and usually garnished with beni shōga (pickled ginger). For extra spice, diners can add a few drops of kōrēgūsu, which consists of chile peppers soaked in awamori rice liquor.
Varieties include:

Sōki soba (ソーキそば) - topped with extra ribs, known as sōki in Okinawan.
Tebichi soba (てびちそば) - topped with stewed pig's trotters."
Porkkanalaatikko,"Porkkanalaatikko (or, in Swedish, morotslåda, both meaning 'carrot casserole') is a traditional Finnish dish mostly eaten during Christmas.
The main ingredients are mashed carrots, mixed with boiled rice or barley, and liquid (usually milk or cream). Butter and eggs may be mixed into the mash, which may also be flavoured with sugar, salt, white pepper and grated nutmeg. The mash is put in a casserole dish and baked in the oven. The carrots need not necessarily be boiled before baking: they can be grated and mixed raw with the other ingredients. Readymade porkkanalaatikko is also sold in Finnish food stores around the Christmas season, as well as in parts of Sweden with a large ethnically Finnish population.
The dish seems to have originated in the nineteenth century."
Käsespätzle,"Käsespätzle (German for ""spätzle with cheese"", also called Käsknöpfle in Vorarlberg and Liechtenstein or Kasnocken in Tyrol) is a traditional dish of the German regions of Swabia, Baden and Allgäu, and also in the Austrian regions Vorarlberg and Tyrol, as well as Liechtenstein and Switzerland.

"
Tonkatsu,"Tonkatsu (豚カツ, とんかつ or トンカツ, pronounced [toŋkatsɯ]; ""pork cutlet"") is a Japanese dish that consists of a breaded, deep-fried pork cutlet. It involves coating slices of pork with panko (bread crumbs), and then frying them in oil. The two main types are fillet and loin. Tonkatsu is also the basis of other dishes such as Katsukarē and katsudon."
Crostini,"Crostini (meaning ""little crusts"" in Italian; singular crostino) are an Italian appetizer consisting of small slices of grilled or toasted bread and toppings. The toppings may include a variety of different cheeses, meats, vegetables and condiments, or may be presented more simply with a brush of olive oil and herbs or a sauce.
Along with bruschetta, crostini are thought to originate in medieval times when it was typical for peasants to eat their meals on slices of bread instead of using ceramics."
Rousong,"Rousong or yuk sung or bak hu (pronounced [ɻôʊsʊ́ŋ]; Chinese: 肉鬆; Cantonese Yale: yuk6 sung1), also known as meat floss, is a dried meat product with a light and fluffy texture similar to coarse cotton, originating from China. Rousong is used as a topping for many foods, such as congee, tofu, rice, and savory soy milk. It is also used as filling for various savory buns and pastries as well as a topping for baked goods filled with bean paste, for example, and as a snack food on its own. Rousong is a very popular food item in Chinese, Vietnamese (called ruốc in the North and chà bông in the South) and Indonesian dining."
Dal baati,Indian dish of lentils and unleavened bread
Bai ye,"Bai ye (English: tofu skin, Chinese: 百叶, pinyin: bái yè) is a main ingredient of some traditional Chinese dishes, such as bean curd skin roll (Chinese:百叶包, pinyin: bái yè bāo; literally ""Hundred Pages Bun"") that is widely known in southern regions of China and some of north regions of China and bean curd knot (Chinese:百叶结).  Tofu skin is a kind of pressed tofu. In China, pressed tofu comes in myriad shapes, sizes, and texture. Producers make tofu skin by pressing bean curds under much pressure."
Pkaila,"Pkaïla, also called bkaïla, bkeila, or pkela, is a Tunisian Jewish dish or condiment. It is one of the local variants of hamin, made from beans and spinach, as the name suggests. Pkaïla is often prepared for the holidays, accompanied by couscous or eaten alone."
lazanki,"Lazanki (Belarusian: лазанкі, Polish: łazanki, singular łazanka, Lithuanian: skryliai) is a Belarusian, Lithuanian and Polish type of pasta. It consists of wheat, rye or buckwheat kneaded into dough which is rolled thin and cut into triangles or rectangles. These are boiled, drained, and eaten with melted pork fat, vegetable oil and often sour cream. In Poland, they are commonly mixed with fried cabbage or with soured cabbage and small pieces of sausage, meat and/or mushrooms."
Conejo en salmorejo,"Salmorejo, sometimes known as ardoria or ardorío, is a traditional soup originating from Andalusia, southern Spain, made of tomato, bread, extra virgin olive oil and garlic. Normally, the tomatoes are skinned and then puréed with the other ingredients. The salmorejo is served cold and may be garnished with diced Spanish serrano ham and diced hard-boiled eggs.The bread used for salmorejo is called pan de telera, which is equivalent to Castilian pan candeal. This is a bread with a very dense and white crumb (as it is done with a variety of wheat flour that has a high protein content and less water and gluten content than other flours) and thin crust. Using this kind of bread is important to give salmorejo its characteristic texture.Salmorejo is more pink-orange in appearance than gazpacho, and is also much thicker and creamier in texture, because it includes more olive oil and bread and this is of a different kind (in gazpacho, usually stale loaf bread soaked in water is used). In Salmorejo, per 1 kg of tomatoes, 200 g of bread and 100 g of olive oil are used.  There are several variations in Andalusia, including ardoria and porra antequerana (with bits of tuna as topping).
Salmorejo is also the name given to a marinade typical of Canary Islands cuisine. It is used to flavour meat before cooking, especially rabbit (conejo en salmorejo) which is a speciality of the islands. Typical marinade ingredients include salt, garlic, paprika and hot peppers.
Salmorejo should not be confused with the southern Italian/Sicilian salmoriglio, despite both sharing the same etymology (from Latin salimuria meaning ""brine""). Whereas salmorejo is a tomato-based soup, salmoriglio is a sauce consisting of lemon, herbs, and olive oil."
Murukku,"Murukku (Malayalam - മുറുക്ക്, Tamil - முறுக்கு) is a savoury, crunchy snack originating from the Indian subcontinent. The name murukku derives from the Malayalam/Tamil word for ""twisted"", which refers to its shape. In India, murukku is especially popular in the states of Andhra Pradesh, Tamil Nadu, Karnataka, and Kerala. It is called murkulu or janthukulu in Andhra Pradesh. It is also popular in countries with substantial presence of Indian and Sri Lankan diaspora, including Singapore, Fiji, Malaysia, and Myanmar (Burma). Murukku, called sagalay gway (စာကလေးခွေ; lit. 'baby sparrow coils') in Burmese, is a common snack and is used as a topping for a regional dish called dawei mont di.Other names of the dish include   Kannada: ಚಕ್ಕುಲಿ chakkuli,  Odisha: ଦାନ୍ତକଲି Dantkali Tamil: முறுக்கு murukku, Marathi: चकली chakali,  Gujarati: ચકરી chakri, Telugu: చక్రాలు chakralu, or జంతికలు jantikalu and Konkani: Chakri or Chakkuli. 
Murukku is typically made from rice flour and urad dal flour. Chakli is a similar dish, typically made with an additional ingredient, bengal gram (chickpea) flour.
It is the origin of the saying in Tamil: பல்லற்ற தாத்தாக்கு முறுக்கு வேண்டுமாம் ('Toothless grandfather wants murukku'). It means someone wants something which they cannot use. (Murukku is quite hard and is not recommended for people suffering from a toothache, or wearing braces since it is known to have broken both.)"
Ahriche,"In Moroccan cuisine, Ahriche is a dish eaten by the tribes of Zayanes and Khénifra. The name is derived from the Berber word for stick; this is in reference to the dish's manner of cooking. It is a dish of tripe usually consisting of ganglion, caul, lung or heart of an animal wound with intestines on a stick of oak and cooked on hot coals."
Dagoberto,"A dagobert is a sandwich popular in Belgium, consisting of a baguette filled with ham, cheese and raw vegetables. The ""Belgicism"" dagobert was reported as being included in the Éditions Larousse 2019 edition of its dictionary."
Crudités,"Crudités (, French: [kʁydite]; plural only) are French appetizers consisting of sliced or whole raw vegetables which are typically dipped in a vinaigrette or other dipping sauce. Examples of crudités include celery sticks, carrot sticks, cucumber sticks, bell pepper strips, broccoli, cauliflower, fennel, baby corn, and asparagus spears."
Aguayón,"Rump steak is a cut of beef. The rump is the division between
the leg and the chine cut right through the aitch bone. It may refer to:

A steak from the top half of an American-cut round steak primal
A British- or Australian-cut from the rump primal, largely equivalent to the American sirloin

"
Spareribs,Spareribs
Jin deui,"Jiandui (Chinese: 煎䭔; pinyin: jiānduī; Cantonese Yale: jīndēui; lit. 'fried dumpling', common misspelling 煎堆) is a type of fried Chinese pastry made from glutinous rice flour. The pastry is coated with sesame seeds on the outside and is crisp and chewy. Inside the pastry is a large hollow, caused by the expansion of the dough. The hollow of the pastry is filled with a filling usually consisting of lotus paste, or alternatively sweet black bean paste, or red bean paste. They are also sometimes referred to as sesame balls (Chinese: 芝麻球; pinyin: zhīmáqíu; Cantonese Yale: jīmàkàu).Depending on the region and cultural area, jian dui is known as matuan (麻糰) in northern China, ma yuan (麻圆) in northeast China, and zhen dai (珍袋) in Hainan."
Maror,"Maror (Hebrew: מָרוֹר mārôr) refers to the bitter herbs eaten at the Passover Seder in keeping with the biblical commandment  ""with bitter herbs they shall eat it."" (Exodus 12:8)."
Pfefferpotthast,Pfefferpotthast (Low German: Piäpperpottharst) is a traditional German stew. It comes from the cuisine of Westphalia.
moules-frites,"Moules-frites or moules et frites (French pronunciation: ​[mul.fʁit]]; Dutch: mosselen-friet) is a main dish of mussels and French fries originating in Belgium. The title of the dish is French, moules meaning mussels and frites fries, with the Dutch name for the dish meaning the same. It is considered the national dish of Belgium.

"
klenät,"Klenät, kleinur,
klena, klejne, kleina, kleyna, and fattigmann are all names for Angel wings, a fried pastry common in the Nordic countries as well as the rest of Europe and the United States. In nearby countries (such as Lithuania, is found under the name žagarėliai) and Eastern European countries (such as Romania under the name of minciunele  or Russia, under the name krepli, Russian: крепли). The name is related to klen, the Swedish term for ""slender"", but is originally of Low German origin, which may indicate that the pastry was originally German. It is made from flattened dough cut into small trapezoids. A slit is cut in the middle and then one or both ends pulled through the slit to form a ""knot"". The kleina is then deep-fried in oil or another kind of fat. Subsequently can be sprinkled with powdered sugar and cinnamon.
In Scandinavia, klenäter are traditionally eaten around Christmas, most commonly in the southern parts of Sweden, and Iceland, Norway, the Faroe Islands, Greenland and Denmark, the Baltic states, as well as Northern Germany. They may be sprinkled with sugar. Icelandic Kleinur are a very common everyday pastry, sold in bakeries (singly) and stores (in bags of ten or so) all around the country, and eaten plain.Klenäter are similar to the American cruller."
Arroz sucio,"Dirty rice is a traditional Louisiana Creole dish made from white rice which gets a ""dirty"" color from being cooked with small pieces of pork, beef or chicken, green bell pepper, celery, and onion, and spiced with cayenne and black pepper.  Parsley and chopped green onions are common garnishes.  Dirty rice is most common in the Creole regions of southern Louisiana; however, it can also be found in other areas of the American South and referenced as ""chicken and rice,"" ""Cajun rice,"" or ""rice dressing""."
Salsa Duxelle,"Duxelles (French: [dyksɛl]) is a finely chopped (minced) mixture of mushrooms or mushroom stems, onions or shallots, herbs such as thyme or parsley, and black pepper, sautéed in butter and reduced to a paste. Cream is sometimes used as well, and some recipes add a dash of madeira or sherry. It is a basic preparation used in stuffings and sauces (notably, Beef Wellington) or as a garnish. Duxelles can also be filled into a pocket of raw pastry and baked as a savory tart.Duxelles is made with any cultivated or wild mushroom, depending on the recipe. Duxelles made with wild porcini mushrooms will have a much stronger flavor than those made with white or brown mushrooms.
Duxelles is said to have been created by the 17th-century French chef François Pierre La Varenne (1615–1678) and to have been named after his employer, Nicolas Chalon du Blé, marquis d'Uxelles, maréchal de France.
Many classical cookbooks define duxelles as dehydrated fungi, used as stuffings and pastry fillings. According to Auguste Escoffier, the mushrooms were dehydrated in order to enhance flavor and minimize water content.  When fresh mushrooms are cooked, they let off enormous amounts of vapor in relation to their size.  Fresh mushrooms used as stuffings or pastry fillings could therefore build up pressure inside the dish or pastry, causing it to crack or even explode."
Saganaki,"In Greek cuisine, saganaki (Greek σαγανάκι) is any one of a variety of dishes prepared in a small frying pan,  the best-known being an appetizer of fried cheese."
Onsen tamago,"Onsen tamago (Japanese: 温泉卵 or 温泉玉子, lit. 'hot spring egg') is a traditional Japanese low temperature egg which is slow cooked in the hot waters of onsen in Japan.The egg has a unique texture in that the white tastes like a delicate custard (milky and soft) and the yolk comes out firm, but retains the colour and creamy texture of an uncooked yolk. This special texture is the result of the egg yolk and egg white solidifying at different temperatures.The egg is poached within the shell and is served with the shell removed in a small cup together with a sauce of broth and soy sauce."
Aiwowo,"Aiwowo (Chinese: 艾窩窩; pinyin: àiwōwo) is a traditional dessert from Beijing, China. 
It is said that the Hui people invented these balls of sticky rice during the Qing dynasty for the Fragrant Concubine of the Qianlong Emperor in secret. Aiwowo has in fact been known from as early as the reign of the Wanli Emperor during the Ming dynasty. Aiwowo has traditionally been produced and sold in Hui restaurants, and is available from the Lunar New Year to late summer and early autumn.Aiwowo resemble snowballs in appearance. Their outer skin is prepared by cooking glutinous rice with flour and flattening the resulting mixture. The filling can be made using any ingredients at hand, including white sugar, sesame, apricots, melon seeds, plums and haws."
Backhendl,"Backhendl or Wiener Backhendl (English: Viennese fried chicken), has been a specialty of Viennese cuisine since the 18th century. It consists of prepared and spiced portions of chicken, which are breaded and crispy deep fried. Often served with a lemon wedge on the side.Originally, the preparation of this dish had been a breaded and baked chicken, since only the Viennese upper class would had access to fried foods."
Backerbse,"Egg puffs and soup pearls are choux-pastry pellets, resembling chickpea seeds, that are popular in Central Europe. They are typically used to garnish soups, but can be also used to decorate other kinds of food, including desserts, or eaten alone as snacks. Egg puffs are baked, whereas soup pearls are deep-fried."
Linsen mit Spätzle,"Linsen mit Spätzle (lentils with Swabian pasta), normally accompanied with wiener sausages, is a traditional Swabian dish that is by many Swabians considered the Swabian national meal in the southwestern region of Germany."
Poutine,"Vladimir Vladimirovich Putin (; Russian: Владимир Владимирович Путин; [vlɐˈdʲimʲɪr vlɐˈdʲimʲɪrəvʲɪtɕ ˈputʲɪn] (listen); born 7 October 1952) is a Russian politician and former intelligence officer who has served as president of Russia since 2012, having previously served from 2000 to 2008. He was prime minister of Russia from 1999 to 2000 and again from 2008 to 2012.
Putin worked as a KGB foreign intelligence officer for 16 years, rising to the rank of lieutenant colonel (podpolkovnik), before resigning in 1991 to begin a political career in Saint Petersburg. 
He moved to Moscow in 1996 to join the administration of president Boris Yeltsin. He briefly served as director of the Federal Security Service (FSB) and secretary of the Security Council, before being appointed as prime minister in August 1999. After the resignation of Yeltsin, Putin became acting president and, less than four months later, was elected outright to his first term as president. He was reelected in 2004. As he was constitutionally limited to two consecutive terms as president at the time, Putin served as prime minister again from 2008 to 2012 under Dmitry Medvedev. He returned to the presidency in 2012 in an election marred by allegations of fraud and protests and was reelected in 2018. In April 2021, following a referendum, he signed into law constitutional amendments including one that would allow him to run for reelection twice more, potentially extending his presidency to 2036.During his first tenure as president, the Russian economy grew on average by seven percent per year, following economic reforms and a fivefold increase in the price of oil and gas. He also led Russia during a war against Chechen separatists, reestablishing federal control of the region. As prime minister under Medvedev, he oversaw military reform and police reform, as well as Russia's victory in its war against Georgia. During his third term as president, Russia annexed Crimea and sponsored a war in eastern Ukraine with several military incursions made, resulting in international sanctions and a financial crisis in Russia. He also ordered a military intervention in Syria against rebel and jihadist groups. During his fourth term as president, he presided over a military buildup on the border of Ukraine. Putin falsely accused the Ukrainian government of committing atrocities against its Russian-speaking minority, and in February 2022, he ordered a full-scale invasion of the country, leading to widespread international condemnation, as well as expanded sanctions and calls for Putin to be pursued with war crime charges.Under Putin's leadership, Russia has experienced democratic backsliding and a shift to authoritarianism. Putin's rule has been characterised by endemic corruption, the jailing and repression of political opponents, the intimidation and suppression of independent media in Russia, human rights violations, and a lack of free and fair elections. Putin's Russia has scored poorly on Transparency International's Corruption Perceptions Index, the Economist Intelligence Unit's Democracy Index, and Freedom House's Freedom in the World index. Putin is the second-longest currently serving European president after Alexander Lukashenko of Belarus.

"
papa a la huancaína,"Papa a la huancaína (literally, Huancayo style potatoes) is a Peruvian appetizer of boiled potatoes in a spicy, creamy sauce made of queso fresco, (fresh white cheese) and sautéed or grilled ají amarillo (yellow Peruvian pepper), red onion and garlic, all grounded traditionally in a batán. Although the dish's name is derived from Huancayo, a city in the central Peruvian highlands in Lima, it has become a staple of everyday and holiday cuisine throughout the country.It is typically served cold as a starter over lettuce leaves and garnished with black olives, white corn kernels and hard-boiled egg quarters.In the south of Peru (Cuzco, Puno, Arequipa), it is served with ocopa rather than Huancaína sauce, made from freshly toasted peanuts, fried onions and tomatoes, ají amarillo, cream or condensed milk, crushed crackers or dried bread, salt, and huacatay (Tagetes minuta).
Because it is served cold, papa a la huancaína is a favorite food of Peruvians to take on picnics and trips."
Garbure,"Garbure is a thick French stew traditionally based on cabbage and confit d'oie, though the modern version is usually made with ham, cheese and stale bread. The name derives from the use of the term garb to describe sheaves of grain depicted on a heraldic shield or coat of arms. Thus the name of garbure, which is eaten with a fork, is a reference to the use of pitchforks to pick up sheaves of grain.  It originated in Gascony in the historical cultural region of Occitania.  It is similar to potée.Garbure was the daily sustenance of Gascon peasantry. It varied from home to home, resources of the cook, household income, and rhythms of the seasons. The dish is based on lengthy simmering of an assortment of vegetables and meats, generally meats preserved en confit.  The essential cabbage may be accompanied by broad beans, fresh or dried, mangetout peas, potatoes, turnips, peas, onions, carrots, celeriac, kohlrabi, beets, lettuce,, nettles, borage, or even chestnuts. 
A large tureen of garbure is often presented to the table in Bearnais restaurants at the start of the meal, and guests can help themselves to as much as they wish.
Frequently the meal would end with a traditional chabrot, which is a custom of mixing half a glass of red wine in with the liquid left in the bottom of one's bowl after eating the solid contents, and then consuming it."
Champurrado,"Champurrado is a chocolate-based atole, a warm and thick Mexican beverage, prepared with either masa de maíz (lime-treated corn dough), masa harina (a dried version of this dough), or corn flour (simply very finely ground dried corn, especially local varieties grown for atole); piloncillo; water or milk; and occasionally containing cinnamon, anise seed, or vanilla.  Ground nuts, orange zest, and egg can also be employed to thicken and enrich the drink.  Atole drinks are whipped up using a wooden whisk called a molinillo. The whisk is rolled between the palms of the hands, then moved back and forth in the mixture until it is aerated and frothy; a blender may also be used.
Champurrado is traditionally served with churros in the morning as a simple breakfast or as a late afternoon snack. Champurrado is also very popular during Day of the Dead  and at Las Posadas (during the Christmas season), where it is served alongside tamales. Champurrado may also be made with alcohol."
sticky rice in bamboo,Sticky rice in bamboo is a common Southeast Asian dish consisting of sticky rice roasted inside specially prepared bamboo sections of different diameters and lengths. It is consumed both as a savory food and as a sweet dessert.
Karpás,"Karpas (Hebrew: כַּרְפַּס) is one of the traditional rituals in the Passover Seder. It refers to the vegetable, usually parsley or celery, that is dipped in liquid (usually salt water) and eaten. Other customs are to use raw onion, or boiled potato. Some say the word comes from the Greek karpos (Greek: καρπός) meaning a fresh raw vegetable. It is more likely though that it is related to the Persian  ""karafs"" meaning celery (Persian: کرفس). The standard pronunciation karpas may be a corruption which developed due to a misidentification between this and a similar word found in Esther 1:6 which means fine linen, originally though it was pronounced ""karafs"". The karpas is traditionally placed on the seder plate on the left side, below the roasted egg. The liquid is usually salt-water or wine vinegar. The idea behind the salt water is to symbolize the salty tears that the Jews shed in their slavery in Egypt.
One reason given for dipping a vegetable into saltwater is to provoke children to ask about it, as per the theme of the Seder night that the story is to be recounted by way of question and answer. Dipping a vegetable prior to the main meal is not usually done at other occasions, and thus arouses the curiosity of the children. There is a second ceremonial dipping later in the Seder, when maror is dipped into the charoset. Hence one of the Four Questions, traditionally sung by the youngest at the Seder table, asks why ""on all other nights we do not dip vegetables even once, on this night, we dip twice."" 
Some have explained the dipping of the Karpas into salt water to symbolize Joseph's tunic being dipped into blood by his brothers. Karpas is therefore done at the beginning of the seder, just as Joseph's tunic being dipped into blood began the Israelites' descent to Egypt. Indeed, the Greek word 'karpos' is very similar to the Hebrew loan word from Old Persian 'karpas' meaning fine linen. The second dipping some say reminds us of the dipping of hyssop into lambs blood and painted on the doorposts so the angel of death would passover that house."
Pan-bagnat,"The pan bagnat (pronounced [pɑ̃ baˈɲa]) (pan bagna, and alternatively in French as pain bagnat) is a sandwich that is a specialty of Nice, France. The sandwich is composed of pain de campagne, a whole wheat bread, enclosing the classic salade niçoise, a salad composed mainly of raw vegetables, hard boiled eggs, anchovies and/or tuna, and olive oil, salt, and pepper. Sometimes vinegar might be added, but never mayonnaise. It has historically been prepared as a use for day-old bread.The pan bagnat is a popular dish in the region around Nice  where it is sold in most bakeries and markets. Pan bagnat and the salade niçoise (salade nissarda), along with ratatouille (La Ratatouia Nissarda in Provençal), socca and pissaladière are strongly linked to the city of Nice, where they have been developed over time out of local ingredients. It is sometimes served as an hors d'oeuvre."
Civet,cooking process
caldo,"Stock, sometimes called bone broth, is a savory cooking liquid that forms the basis of many dishes, particularly soups, stews and sauces. Making stock involves simmering animal bones, meat, seafood, or vegetables in water or wine, often for an extended period. Mirepoix or other aromatics may be added for more flavor."
Osban,embutido de la gastronomía árabe
